text,label
"【 港 警 澄清：“ 強迫 被捕人穿著 囚衣 ”為失實指控】
香港 警方 昨晚（5日）在社交媒體發文稱，對於網上有人誣衊 警方 於元旦日 強迫 被捕人穿著 囚犯 裝束， 警方 必須澄清，在調查案件的時候，因應案件性質， 警方 或會檢取被捕人的衣物作調查或化驗之用。 警方 強調，有關 警方 強迫 被捕人穿著 囚衣 的指控實屬失實。  pic.twitter.com/UiACbQ12CM",0
【深圳湾口岸厕所疑发现炸弹】28日，网上流传深圳湾口岸有炸弹，图中显示 警方 爆炸品处理课人员到场。平台 Telegram 一个频道上午10时曾预言在“非铁路连接嘅口岸”放炸弹，称“保证呢粒唔会伤及无辜”。 警方 称11时接报，深圳湾口岸公厕外有可疑物品。初步判断，本次案件与昨日的“炸弹”有关， 警方 正在调查。  https:// twitter.com/boxun/status/1 222111786612035585   …,0
今午12時許，網上流傳深圳灣口岸有炸彈，圖片所見 警員 將廁所範圍圍封，爆炸品處理課 人員 到場。據悉，現場管制站大樓男廁內懷疑有爆炸品。社交媒體 Telegram 一個頻道今日上午10時曾預言在「非鐵路連接嘅口岸」放炸彈，稱「保證呢粒（炸彈）唔會傷及無辜」。HK01  pic.twitter.com/A0hXcJSife,0
警方 ：沒有開設 Telegram 頻道  http://www. passiontimes.hk/article/01-28- 2020/59437   … pic.twitter.com/WoBjThOQtb,0
"【兩日三宗懷疑發現炸彈案　 警方 指有人在 Telegram 承認責任】

兩日內發生三宗懷疑發現炸彈案，最新一宗是今早在深圳灣口岸外發生。

 警方 指，其中兩宗都有人在社交平台 Telegram 承認責任，甚至預告，分別要求封關及醫護罷工。
 https://www. facebook.com/icablenews/vid eos/1249340975256612/?t=20   …",0
路透社昨日引述外交官員消息指，在去年發生的反修例 示威 中，有中國 武 警曾參與 香港 警隊 處理 示威 的行動。民主黨立法會議員涂謹申認為， 武 警在行動中似乎是擔任 觀察 的工作。 警方 昨晚發稿否認。,0
"【 警方 斥《路透社》報道失實　重申無安排中國 武 警來 港 觀察 示威 】

就今日（3月18日）有海外傳媒報道指，中國曾派遣執法人員到 香港 觀察 警方 的前線行動， 警方 於較早前回覆該傳媒查詢時已強調絕無此事。

#hk 
全文︰ http://www. passiontimes.hk/article/03-18- 2020/61010   …",0
"’’一名資深 警察 擔任 臥底 ，意圖揪出洩漏情報給黑社會的 警 探，而內奸卻不曉得誰是在追緝他’′

#Netflix簡介猜電影",0
"呢d某程度上係我地要學藍絲既其中一樣野黎  
 警察 做得幾衰都唔會割, 仲會幫手諗理由, 我地?

有手足畀人搜屋搜到有炸彈子彈呀
"" 黑 警 栽贓嫁禍!!!""

有手足施放火魔法
"" 黑 警 臥底 做架!!!""

有手足裝修紅藍店
"" 黑 警 臥底 黎架!!!""",0
4  警方 去信毛孟靜　不滿誣衊派 臥底 破壞商舖 4小時前 【Now新聞台】 警方 去信立法會議員毛孟靜，指她接受媒體訪問時誣衊 警方 派出 臥底 探員破壞商舖，毛孟靜批評 警方 錯誤引述，並非事實的全部。  https://www. rb99.com/2020/01/07/868 56/99   … 日報/%e9%a0%ad%e6%a2%9d/4-%e8%ad%a6%e6%96%b9-10/ pic.twitter.com/4i0AYWt8tD,0
"01.06香港
批毛孟靜質疑 臥底 警 毀商鋪　 警方 去信表不滿：罔顧事實 | 立場報道 | 立場新聞  https://www. thestandnews.com/politics/%E6%8 9%B9%E6%AF%9B%E5%AD%9F%E9%9D%9C%E8%B3%AA%E7%96%91%E8%87%A5%E5%BA%95%E8%AD%A6%E6%AF%80%E5%95%86%E9%8B%AA-%E8%AD%A6%E6%96%B9%E5%8E%BB%E4%BF%A1%E8%A1%A8%E4%B8%8D%E6%BB%BF-%E7%BD%94%E9%A1%A7%E4%BA%8B%E5%AF%A6/   …",0
"多支「勇武」暴徒小隊發生內訌，宣布解散！

「 港 獨組織」民陣經常裝模作樣搞所謂「和理非」，但一發生黑衣暴徒破壞事件就嫁禍 警察 。
元旦港島遊行當日，一批混在人群中的黑衣暴徒突然發難大肆破壞灣仔一間中資保險公司。事件發生後，民陣為抵賴自身煽暴之罪，竟指責是 警方 派 臥底 進行「破壞」。  pic.twitter.com/Y3ddaGd9fp",0
"【陳健波：#燒匯豐銅獅子與所謂 “訴求”有何關係？】 
元旦遊行當日，暴徒放火焚燒滙豐兩座銅獅子。#議員陳健波質疑 ：燒匯豐銅獅子同所謂“訴求”有何關係？他透露有網友留言，為何不質疑 警方 做法，又說是 警方 臥底 燒的獅子......陳健波直言，當示威者“拿不出合理辯解，就會強詞奪理！”  pic.twitter.com/HD7TvUqI3K",0
警方 批評有關指控屬無中生有，嘩眾取寵，意圖抹黑 警 隊 ，用心不良。 警方 嚴正指出， 警方 與三合會勢不兩立，一直採取全方位策略予以打撃，亦會不時策劃 臥底 行動，並積極堵截三合會的收入來源及犯罪得益。,0
"快訊：香港 警方 去信毛孟靜表達不滿並認為應與政府聯手 對方澄清已用“疑似”字眼 強調行政立法應互相制衡

[香港] 香港 警方 目前去信香港立法會議員毛孟靜，認為對方對新年大遊行指控 臥底 警員 破壞商舖言論是分化 警 民、罔顧事實，對此強烈不滿。 https:// t.me/sgtve/550   pic.twitter.com/dQPs1qhkoe",0
無綫新聞 -  警方 致函毛孟靜 對其指 警方 元旦派 臥底 探員破壞商舖表達強烈不滿  http:// news.tvb.com/instant/5e133e dd34b031a730fa7337   …,0
"【元朗反 黑 】 臥底 潛入黑社會拘186人、最細14歲　檢武器及毒品
 https://www. hk01.com/article/424391   
好彩 警方 繼續做工夫, 否則治安就更差!",0
"多支「勇武」暴徒小隊發生內訌，宣布解散！

「 港 獨組織」民陣經常裝模作樣搞所謂「和理非」，但一發生黑衣暴徒破壞事件就嫁禍 警察 。
元旦港島遊行當日，一批混在人群中的黑衣暴徒突然發難大肆破壞灣仔一間中資保險公司。事件發生後，民陣為抵賴自身煽暴之罪，竟指責是 警方 派 臥底 進行「破壞」。  pic.twitter.com/EC4Tb4nkc8",0
亂 港 分子內訌，多個自稱“勇武”的組織近日瓦解。有傳媒報導，擅長投擲汽油彈的“火炬小隊”，基於成員陸續被捕，又被示威者懷疑是 警方 臥底 ，7日宣佈解散。報導稱，曾經聲勢浩大的“勇武抗爭”似已減弱。有傳媒分析，“勇武退場”說明了香港 警 隊 “一哥”上任已見成效。  pic.twitter.com/tn70XQRJ2p,0
【維 港 會】指毛孟靜受訪稱 臥底 警 破壞商店 網民發行動要求澄清  http:// std.stheadline.com/instant/articl es/detail/1173490/%E5%8D%B3%E6%99%82-%E9%A6%99%E6%B8%AF-%E7%B6%AD%E6%B8%AF%E6%9C%83-%E6%8C%87%E6%AF%9B%E5%AD%9F%E9%9D%9C%E5%8F%97%E8%A8%AA%E7%A8%B1%E8%87%A5%E5%BA%95%E8%AD%A6%E7%A0%B4%E5%A3%9E%E5%95%86%E5%BA%97-%E7%B6%B2%E6%B0%91%E7%99%BC%E8%A1%8C%E5%8B%95%E8%A6%81%E6%B1%82%E6%BE%84%E6%B8%85   …,0
"# 冰雨火  今日官宣開機， 警察 與 臥底 的雙重身份讓 #王一博  實現了塑造不一樣的角色，不一樣的自己！ 
阿sir不是吧？這麽帥也能當 警察 ？  pic.twitter.com/wPC80ycGzS",0
無綫新聞 -  警方 去信毛孟靜 對其指 警方 元旦派 臥底 警 破壞商舖言論表強烈不滿  http:// news.tvb.com/local/5e134482 34b0311c6dfa730f   …,0
".
秀彬:
le doulos(線民)
(是一部由Jean-Pierre Melville執導的1962年法國犯罪電影)
該片根據小說《犯罪系列》改編，講述了莫里斯在盜竊行動失敗後，將朋友西里安視為叛徒並伺機報復，卻發現 警方 的 臥底 其實另有其人。 /不太清楚這是指電影還是小說/  pic.twitter.com/JCA6P2H9g8",0
【派 臥底 探員潛入三合會元朗反 黑 拘186人】 警方 在元朗區進行反三合會行動，於去年6月至今年1月展開代號「天歲」行動，派出 臥底 搜證，打擊三合會活動及招攬利用青少年參與非法活動，成功拘捕186人，案件涉及藏有攻擊性武器、毒品、自稱三合會成員、賭博及賣淫等罪案。,0
"勇武做嘢就屈佢地係 黑 警 臥底 
政治潔癖左膠  pic.twitter.com/YH7dv476uR",0
"昨天在中環站有一個穿著反光衣的人對我低頭重複了「不要拍大頭照」幾次。那一刻我只是感覺到煩厭。

我在想著將來或許有機會在現場有人要求我提供證據，證明我不是 警察 臥底 的話，我起碼有一個方法避免被揍。

沒辦法，還有一些人喜愛捉鬼。",0
"【不滿毛孟靜稱 臥底 警 毀商店　 警方 重申為「暴徒」所為】

 警方 今日（1月6日）發聲明，稱留意到立法會議員毛孟靜於1月1日接受海外電視台訪問期間，指控 警方 於元旦遊行時，派出 臥底 探員破壞商舖。 警方 批評有關指控失實，並表示強烈不滿。
#hk 

全文︰ http://www. passiontimes.hk/article/01-06- 2020/58860   …",0
"【 警 派 臥底 破倫敦金集團　涉騙5700萬】

 警方 派出卧底探員，偵破多個倫敦金詐騙集團，拘捕35人，最少40人受騙，損失共約5千7百萬元。
 https://www. facebook.com/icablenews/vid eos/168261967766978/?t=13   …",0
"呂煥雄愛翻白眼就很原作阿他就脾氣很差很愛翻..........
救命亡命鴛鴦也太好看了吧超喜歡 
就算蛙其實是 警察 臥底 之類的熊也會保他",0
警方 從連續殺人事件的暗號，得知下次殺人地點是東京柯迪希亞飯店。為抓到犯人， 警方 喬裝成飯店工作 人員 臥底 搜查。新田浩介被分配到櫃抬接待，接受資深飯店櫃台山岸尚美的指導。但眼神兇惡以懷疑人為工作的 警察 新田，和以微笑相信客人為信念的山岸，完全合不來。,0
也不是一朝一夕就能爬到這個位子的，從還是生澀、拿到了警官配給自己的槍也會手抖而被嚴訓一頓日子，跟著前輩們走過不知道多少的案件，也不知道在多少次生命危險中存活下來，才能為了站在第一線的 警察 ，甚至好幾次被派去危險的地方當 臥底 ，每每都能全身而退，幾乎是 警察 界內的傳奇人物。,0
條八婆毛，咁鄭虫太呢？佢入立法會打箍燒，係 警方 臥底 嗎？神經病，你有乜証據啊？我見到你同豬人獸交，食豬腸喎，八婆！,0
"強烈建議追究所有 黑 教師，控告教唆及唆擺或誘騙及操控未成年學生犯案！

暴力示威已半年之多，拘捕者多為年輕人，其中更有未成年學生，早前有13歲學生因「私了」 臥底 警 ，被控被控非法集結、非法禁錮、蒙面及傷人等四罪。
強烈建議追究所有 黑 教師。控告教唆及唆擺或誘騙及操控未成年學生犯案。",0
"批毛孟靜質疑 臥底 警 毀商鋪　 警方 去信表不滿：罔顧事實

 https://www. thestandnews.com/politics/%E6%8 9%B9%E6%AF%9B%E5%AD%9F%E9%9D%9C%E8%B3%AA%E7%96%91%E8%87%A5%E5%BA%95%E8%AD%A6%E6%AF%80%E5%95%86%E9%8B%AA-%E8%AD%A6%E6%96%B9%E5%8E%BB%E4%BF%A1%E8%A1%A8%E4%B8%8D%E6%BB%BF-%E7%BD%94%E9%A1%A7%E4%BA%8B%E5%AF%A6/?fbclid=IwAR3XeeO7D0XGV7R_kjVHGtsrpm1RtShy17sUoWNA5Jx-ZYpBJ_IrpGIbr4c   … pic.twitter.com/HaBg46Gh48",0
"《人設》⠀
⠀
姓名：田柾國⠀
⠀
年紀：22⠀
⠀
職業：剛從 警 專畢業的菜鳥 警察 ⠀
⠀
任務：進入韓松幫 臥底 
⠀
因為有秘密線人的幫忙，⠀
⠀
順利地進入幫派成為金泰亨組下的小弟  pic.twitter.com/tDU4UVnSih",0
"當晚出席活動的 人員 ，並不知悉 食 肆 內其他顧客的身分，他們與其他房間的顧客亦沒有任何接觸及溝通。

有關報道有意令人聯想活動與不法分子有關，指控屬無中生有，嘩眾取寵，意圖抹黑 警 隊 。 警方 對此不負責任的報道，予以嚴厲譴責。",0
網上雜誌報道， 2月7日晚上有 警 隊 人員 在 紅 磡 區 一 食 肆 出席宴會，其間「 警 黑 同場」。 警方 回應指，有關報道歪曲事實、不負責任， 警方 予以嚴厲譴責。 #警方證清 http://www. news.gov.hk/chi/2020/02/20 200209/20200209_183435_366.html   …,0
呢D 食 肆 ，趁火打劫，趁武漢肺炎疫情煽動仇中仇 警 ……叫佢哋 食 屎 啦，香港無 警察 ？你們中國人早就成為刀下鬼……唔喜歡中國香港，請你們離開中國，死去美國啦，唔好係度放屁   pic.twitter.com/IHQegxu0Pu,0
報道稱黃埔 食 肆 警 黑 同場　 警方 ：與三合會勢不兩立  http://www. passiontimes.hk/article/02-09- 2020/59881   … pic.twitter.com/fxlwxE2MWO,0
"【報道稱黃埔 食 肆 警 黑 同場　 警方 ：與三合會勢不兩立】
 
就今日（2月9日）有網上雜誌指，有 警 隊 人員 於2月7日晚上在 紅 磡 區 一 食 肆 出席宴會期間「 警 黑 同場」， 警方 表示有關報道歪曲事實。

全文︰ http://www. passiontimes.hk/article/02-09- 2020/59881   …",0
"「就今日(二月九日) 有網上雜誌指有 警 隊 人員 於二月七日晚上在 紅 磡 區 一 食 肆 出席宴會期間「 警 黑 同場」， 警方 表示有關報道歪曲事實，現特此作出澄清。」
 警方 澄清傳媒失實報道  https://www. info.gov.hk/gia/general/20 2002/09/P2020020900517.htm   …",0
"【 澄清網上雜誌失實報道 】

有網上雜誌指有 警 隊 人員 於二月七日晚在 紅 磡 區 一所 食 肆 出席宴會期間「 警 黑 同場」，有關報道歪曲事實，現特此作出澄清。

報道所指的宴會屬私人性質的晚飯，於工餘時間自費進行，並不涉及公務及公帑。",0
"警方 聲明指，報道所指的宴會，是一項屬私人性質的晚飯，於工餘時間自費進行，並不涉及公務及公帑，出席 人員 參加晚飯後亦不用執勤。當晚出席活動的 人員 ，並不知悉 食 肆 內其他顧客的身分，他們與鄰房顧客亦沒有任何接觸及溝通。

 警方 對於有關報道有意令人聯想活動與不法分子有關，表示極度遺憾。",0
"港 媒報導，不畏武漢肺炎疫情擴散，數百名反送中支持者8日晚間在 將軍澳 遊行示威並堵路，遭到 警方 強力反制，過程中還發射催淚彈並猛噴胡椒水，最後至少有60人被捕，其中包括區議員與 記者 。
 https:// topic.rti.org.tw/hkaeprotests/a rchives/4574   …",0
"【 將軍澳 現場編委報導】
[02:09] 一名 城市 廣播 (CBC) 記者 在尚德邨被 警方 拘捕，於搜身期間 警方 直指 記者 偷竊，但後者再三澄清他沒有偷竊。  https://www. instagram.com/p/B8UPSyQlIao/ ?igshid=1u7dap3hgxxle   …",0
將軍澳 尚德邨衝突　 警 拘119人包括5區議員2 記者  (14:35) - 20200209 -  港 聞 - 即時新聞 - 明報新聞網  https:// news.mingpao.com/ins/%e6%b8%af% e8%81%9e/article/20200209/s00001/1581217146639   …,0
"自去年6月起，別有用心的人一直用各種方式抹黑 警 隊，離間警方與市民之間的信任。最近，就有謠言指警員喬裝黑衣人 破壞 商 舖 。

警方嚴正指出，這些都是暴徒的虛假控訴，以掩蓋他們刑事毀壞及 破壞 社會安寧的一貫手法！",0
"報警嘛！克 警 幫到你  
//
控訴暴力集會　商戶：因撐 警 店 舖 被 破壞 
 https:// news.rthk.hk/rthk/ch/compon ent/k2/1497809-20191215.htm   …",0
4 形點商場有蒙面人 破壞 商 舖 　 警 施放胡椒噴霧驅散 12小時前 【Now新聞台】元朗721襲擊事件五個月，有市民在形點商場聚集，有蒙面人士 破壞 商 舖 ，防暴警員到場驅散，施放胡椒噴霧。  https://www. rb99.com/2019/12/22/745 59/99   … 日報/%e9%a0%ad%e6%a2%9d/4-%e5%bd%a2%e9%bb%9e/ pic.twitter.com/MepTTdDe6H,0
"誣衊警察 破壞 商 舖  暴徒壞事做盡

自去年6月起，別有用心的人一直用各種方式抹黑 警 隊，離間警方與市民之間的信任。最近，就有謠言指警員喬裝黑衣人 破壞 商 舖 。
警方嚴正指出，這些都是暴徒的虛假控訴，以掩蓋他們刑事毀壞及 破壞 社會安寧的一貫手法！  pic.twitter.com/6jEduSkWz2",0
"【暴徒為掩飾罪行 • 誣衊警察 破壞 商 舖 】

自去年6月起，別有用心的人一直用各種方式抹黑 警 隊，離間警方與市民之間的信任。最近，就有謠言指警員喬裝黑衣人 破壞 商 舖 。

警方嚴正指出，這些都是暴徒的虛假控訴，以掩蓋他們刑事毀壞及 破壞 社會安寧的一貫手法！ #香港  #元旦遊行  #五大訴求 pic.twitter.com/BflOOulxDu",0
"【便衣 警 埋伏商場否認造成恐慌 警方稱犯法的人才怕】
【多名警員行動呼號重覆 警方稱已訓示】

警方指過去多日，派出便衣警員到多個商場，是埋伏拘捕 破壞 店 舖 的人，否認會造成恐慌，只有犯法的人才會怕警察，對於有警員行動呼號一樣，警方說已訓示及改善。
 https://www. facebook.com/icablenews/vid eos/2775505382514311/?t=21   …",0
銀行商 舖 被 破壞   警 腰斬元旦遊行 人權監察指如「連坐」 民陣斥催淚彈激化矛盾 - 20200102 - 要聞 - 每日明報 - 明報新聞網  https:// shar.es/a3Jiod,0
"警察公共關係科總 警 司郭嘉銓昨日透露，自六月以來全港各區逾七百組交通燈受 破壞 ，部分要重 鋪 地下電線；截至昨午，仍有五十組交通燈未修復，運輸署爭取在未來約兩星期內完成大部分維修。

郭嘉銓提到，本月四日一名坐輪椅男子在天水圍一個交通燈被暴徒 破壞 的路口，遭貨車撞倒。

#交通燈  #警察 pic.twitter.com/u7O7J3mVru",0
在網上看到不少黄色文宣 都是警察打细路 宣染警察非禮強姦 受命於祖國亦有政府给予特權 所以大大滥用 無惡不作 更扮黑衣人 破壞 社會 無知無分析力的孩子看到聽到這些非事实的煽動 激于義憤 仇 警 到不理好少理 盲目反反反 像P K戴議員今日仍出嚟鬧政府處理水貨客無能 民怨太深所以打人打 舖 不會停止 唉,0
【反修例遊行】有報道懷疑 警 破壞 店 舖   警 ：造謠者抹黑 - 新聞 - am730  https:// bit.ly/37jcwBQ,0
# 香港  深水埗一間四川菜館因敢言撐 警 屢遭滋擾，昨凌晨再遭投擲汽油彈，但店東強調會繼續支持警察嚴正執法。「國家係我父母，警察係我兄弟，我支持父母，我支持兄弟，有咩問題！」陳耀雄自力更生，與妻子在深水埗經營「四川辣妹子」菜館為生，想不到因政見不同，接連遭暴徒以武力 破壞 店 舖 ，很可怕！  pic.twitter.com/7COY9dXJ0N,0
近日在境外社交媒体平台上，有传言称 香港警察疑似将被捕示威者押上火车后 送往 内地  。香港警方发文驳斥了这一谣言。香港警方表示，事情的真相是，在11月18日，有十多名男女怀疑从香港理工大学逃走，闯入红磡港铁站路轨范围，警方于是将他们拘捕。警方重申，事件中的被捕人从来没有被 送往 内地 。  pic.twitter.com/xIrsjLM0N5,0
有什么好洗的？麻烦就事论事！你根据什么说这是 送往 内地 ？上火车就是送 内地 ？,0
香港事件起源于反送中，之前一旦犯人逃到香港， 内地 的受害者就无处伸冤。在明说政治犯不用 送往 内地 的情况下暴徒们依然做乱伤害市民。香港在基督异族文化的入侵下越来越少的人维持着中国的认同，可以说很多港人反的不是共党，而是中国。暴徒们要的是脱离中国不管是认同还是文化不管是PRC还是ROC,0
"港 警 或升級彈藥威力 黃之鋒要與歐議員開會力阻         
港 警 今天聲稱，用的彈藥是因應最低武力，不是購入 木彈 就是提升武力。黃之鋒則將與歐洲議會議員開會討論，如何阻止歐盟成員國向港 警 出口武器。  pic.twitter.com/kWcrnrpJIJ",0
葵芳撞向人群交警已復工 鄧炳強盲撐：唔存在放縱仍積極調查  https:// hk.news.appledaily.com/local/realtime /article/20191201/60329624?utm_campaign=hkad_social_hk.nextmedia&utm_medium=social&utm_source=facebook&utm_content=photo_post   …  「調查緊唔代表同事唔可以去執行職務」。「當然唔存在放縱問題啦，我哋嘅調查係嚴肅嘅。」鄧炳強指拘捕約800人，當中逾500人並非大學生，有大約300名18歲以下人士警方沒有作出拘捕，他更主動澄清 警 隊無意重用 木彈 。,0
引入 木彈 ？ 警 ：10多年前已用橡膠彈取替  https://www. rb99.com/2019/11/29/550 76/99   … 日報/%e9%a0%ad%e6%a2%9d/%e5%bc%95%e5%85%a5%e6%9c%a8%e5%bd%88%ef%bc%9f%e8%ad%a6%ef%bc%9a10%e5%a4%9a%e5%b9%b4%e5%89%8d%e5%b7%b2%e7%94%a8%e6%a9%a1%e8%86%a0%e5%bd%88%e5%8f%96%e6%9b%bf/ pic.twitter.com/LqUyGoUjRG,0
"[頭條日報] 【修例風波】指多年前已用橡膠彈取代 木彈   警 澄清：無計劃再用

連結:  http:// hd.stheadline.com/news/realtime/ hk/1649767/   …",0
"元旦遊行期間，有記者及途人目擊黑衣蒙面人 破壞 灣仔中國人壽玻璃後大叫自己友！逃往防暴 警 方向。警方其後在Facebook 澄清，指警察 破壞 銀行 玻璃是謠言，重申沒有作出違法行為。

然而，被 破壞 的中國人壽其實是保險公司，亦未見有人指控警方 破壞 銀行 ，咁這則澄清究竟是什麼？  pic.twitter.com/4rX91fqASW",0
"【#學術討論  #不割蓆 】#元旦遊行  期間約 4pm，有記者及途人目擊 #黑衣蒙面人   破壞 灣仔 #中國人壽  玻璃後大叫「#自己友 ！」逃往防暴 警 方向。警方其後在Facebook 澄清，指警察 破壞  #銀行  玻璃是謠言，重申沒有作出違法行為。

#journesis  #popo  #hkpolice  #fightforfreedom  #standwithHk  #freehongkong pic.twitter.com/tCpGvo8O3v",0
如果係軍政府的話，暴徒還有機會 破壞 公共設施、私人商店、 銀行 、殺 警 、私了不贊同佢哋暴行者嗎？,0
為何影片沒有播放香港暴徙曱甴以爭取民主為藉口到處 破壞 縱火、燒人、私了、搗路、 破壞 交通燈、四處噴漆打爆商店 銀行 玻璃、襲 警 搶槍等影片？如此是非癲倒，黑白不分就是現今的香港！所謂爭取民主，只是一小撮人以 破壞 香港社會安寧的藉口！,0
今日下午近四時，有蒙面黑衣暴徒擊碎灣仔軒尼詩道一間 銀行 的玻璃，案件已交由灣仔刑事調查隊第九隊接手調查。有網上媒體及民間組織報導造謠者的說法，誣蔑 破壞 是警察所為。警方強烈譴責有人製造假消息，意圖抹黑 警 隊，警方對此深表遺憾。,0
【短片】【騎劫元旦遊行​】暴徒 破壞 銀行 食肆、堵路襲 警 、民陣遊行腰斬、400人被捕 警方：嚴厲譴責暴徒扼殺市民遊行集會  https:// youtu.be/D-pYKLCGKz4    來自 @YouTube,0
"Now : 灣仔滙豐 銀行 外 警 放催淚彈　民陣隨後宣布緊急解散遊行

民陣發起元旦遊行，在遊行路線附近，灣仔軒尼詩道滙豐 銀行 分行懷疑被人 破壞 。大批便衣及防暴警員到場，制服並拘捕五人。其間有警員施放催淚彈，驅散聚集圍觀的遊行人士，民陣之後緊急宣布解散遊行。  pic.twitter.com/hCMuXTS8Rg",0
香港平安夜不平安，暴徒多區鬧事、大肆 破壞 公用設施和打砸 銀行 、向警車扔多枚汽油彈、警員為守護香港的安寧，果斷出擊，緝拿暴徒，支持港 警 ！但無奈嘅係，警方執法嘅公正性卻被「無良媒體」和無腦廢青汙蔑。,0
